OMOP Concept ID	Lab test ID	Lab test abbreviation	Lab test unit
36303407	1605035	fp-pth	binary
36303407	602889	fp-pth	pmol/l
36303407	1606684	fp-pth	binary
36303407	603058	fp-pth	binary
36303407	602889	fp-pth	ng/l
36303407	1102457	fp-pth	binary
36303407	626035	fp-pth	binary
36303407	602499	fp-pth	binary
36303407	1604132	fp-pth	ng/l
36303407	7022971	fp-pth	binary
36303407	2102457	fp-pth	binary
36303722	90253	s-serto	mg/l
36304315	90254	s-sertoab	au/ml
36304419	20034	u-bakt	binary
36304419	615360	u-bakt	binary
36304419	2630672	u-bakt	binary
36304419	3630672	u-bakt	binary
36304419	157	u-bakt	binary
36304419	573	u-bakt	binary
36304419	618961	u-bakt	binary
36304419	919	u-bakt	binary
36304419	630	u-bakt	binary
36304419	1615360	u-bakt	binary
36304419	1630672	u-bakt	binary
36304419	386	u-bakt	binary
36304419	11123	u-bakt	binary
36304419	12682	u-bakt	binary
36304419	573	u-bakt	binary
36304419	9271	u-bakt	binary
36304419	647236	u-bakt	binary
36304419	627700	u-bakt	binary
36304419	350	u-bakt	binary
36304419	625461	u-bakt	binary
36304419	622655	u-bakt	binary
36304419	606707	u-bakt	binary
36304419	8958	u-bakt	binary
36304419	49136	u-bakt	binary
36304419	350	u-bakt	binary
36304617	92530	s-golim	mg/l
36304997	6173	b-tbifng	iu/ml
36304997	54254	b-tbifng	iu/ml
36304997	6173	b-tbifng	binary
36304997	6173	b-tbifng	iu/l
36304997	8642	b-tbifng	iu/ml
36304997	622050	b-tbifng	iu/ml
36304997	7032619	b-tbifng	iu/ml
36304997	54254	b-tbifng	binary
36304997	20470	tb2	binary
36304997	20470	tb2	iu/ml
36304997	608971	b-tbifng	iu/ml
36304997	608971	b-tbifng	binary
36304997	622050	b-tbifng	binary
36304997	611791	b-tbifng	iu/ml
36304997	7010489	b-tbifng	iu/ml
36304997	6173	b-tbifng	form
36304997	631437	b-tbifng	binary
36304997	2900685	b-tbifng	iu/ml
36304997	621893	b-tbifng	binary
36304997	7032619	b-tbifng	binary
36304997	8642	b-tbifng	binary
36304997	620388	b-tbifng	binary
36304997	622357	b-tbifng	binary
36304997	603232	b-tbifng	iu/ml
36304997	603197	b-tbifng	binary
36305075	10200	s-vedol	mg/l
36305075	6573	s-vedol	mg/l
36305075	10200	s-vedol	binary
36305075	11933	s-vedol	mg/l
36305075	11548	s-vedol	mg/l
36305075	10201	s-vedol	mg/l
36305075	8942	s-vedol	mg/l
36305790	90257	s-usteki	mg/l
36306090	4117	ts-hepyvi	binary
36306090	3004117	ts-hepyvi	binary
36306090	1605085	ts-hepyvi	binary
36659890	2366	-mycoty	binary
36660136	3836	s-allige	u/ml
36660136	3836	s-allige	binary
36660136	3836	s-allige	NA
36660136	3836	s-allige	form
36660136	3836	s-allige	mm
36660577	6459	p-afxaedo	binary
36660577	6459	p-afxaedo	ng/ml
37019628	13904	f-baktnho	binary
37020445	14159	f-astronho	binary
37020957	14160	f-saponho	binary
37021073	1859	s-hcvnhty	binary
37021073	1859	s-hcvnhty	NA
37021247	14158	f-adenonho	binary
37311796	4051	ts-padpika	binary
37311796	619257	ts-padpika	binary
40489418	9082	pt-vainaja	binary
40489418	2607174	pt-vainaja	binary
40757349	10825	cd4/cd8	NA
40757349	8306	ly-ttcd4/8	NA
40757349	8306	ly-ttcd4/8	binary
40757494	4867	cb-bil	µmol/l
40757494	10107	cb-bil	µmol/l
40757494	4867	cb-bil	binary
40758047	2288	pf-lzm	mg/l
40758047	3002288	pf-lzm	mg/l
40758292	4119	s-htlvab	binary
40758310	6397	s-he4	pmol/l
40758310	20853	s-he4	pmol/l
40758310	12906	s-he4	pmol/l
40758310	6398	p-he4	pmol/l
40758310	9686	s-he4	pmol/l
40758310	8537	s-he4	pmol/l
40758310	11101	s-he4	pmol/l
40758310	8158	s-he4	pmol/l
40758310	10133	s-he4	pmol/l
40758310	10036	s-he4	pmol/l
40758310	7367722	s-he4	pmol/l
40758310	10196	s-he4	pmol/l
40758310	649066	p-he4	pmol/l
40758310	8030	s-he4	pmol/l
40758310	9070	s-he4	pmol/l
40758310	641264	s-he4	pmol/l
40758310	651440	s-he4	pmol/l
40758310	652120	s-he4	pmol/l
40758310	629891	s-he4	pmol/l
40758310	627712	s-he4	pmol/l
40758310	621736	s-he4	pmol/l
40758310	2670721	s-he4	pmol/l
40758355	4628	fs-pp	pmol/l
40758355	4628	fs-pp	binary
40758355	1510	fs-pp	pmol/l
40758355	1510	p-pp	pmol/l
40758355	6001510	fs-pp	pmol/l
40758359	8357	bm-lydikll	binary
40758558	2475	b-pvk+tkd	binary
40758558	2475	b-pvk+tkd	%
40758558	606237	b-pvk+tkd	binary
40758558	2475	b-pvk+tkd	pg
40758558	2475	b-pvk+tkd	e9/l
40758558	8370	b-pvk+ne	binary
40758895	3015	e-coomb-o	binary
40758895	8362	e-coomc3d	binary
40758895	4003015	e-coomb-o	binary
40758895	6003015	e-coomb-o	binary
40758895	103015	e-coomb-o	binary
40758895	606330	e-coomb-o	binary
40758895	325	e-coomc3d	binary
40758895	3008362	e-coomc3d	binary
40758895	7930	e-coomc3d	binary
40758895	630731	e-coomc3d	binary
40758895	1606811	e-coomb-o	binary
40758897	8361	e-coomigg	binary
40758897	324	e-coomigg	binary
40758897	7931	e-coomigg	binary
40758897	3008361	e-coomigg	binary
40758897	630732	e-coomigg	binary
40759040	50224	s-c-pep-a	nmol/l
40759040	6395	p-c-pepta	nmol/l
40759040	8145	s-c-pep-a	nmol/l
40759040	7033172	s-c-pep-a	nmol/l
40759040	4008145	s-c-pep-a	nmol/l
40759040	1654332	p-c-pepta	nmol/l
40759040	8145	s-c-pep-a	binary
40759040	648667	p-c-pepta	nmol/l
40759040	6395	p-c-pepta	binary
40759040	629470	p-c-pepta	nmol/l
40759040	5008145	s-c-pep-a	nmol/l
40759040	644112	p-c-pepta	nmol/l
40759040	2670161	s-c-pep-a	nmol/l
40759040	7010432	s-c-pep-a	nmol/l
40759040	10066972	p-c-pepta	nmol/l
40759040	629833	p-c-pepta	nmol/l
40759040	10066969	p-c-pepta	nmol/l
40759057	2287	li-lzm	mg/l
40759812	9397	s-scl70bl	binary
40759812	2103765	s-scl70bl	binary
40759812	10375	s-scl70bl	binary
40759812	1103765	s-scl70bl	binary
40759836	9398	s-hisabbl	binary
40759836	2607066	s-hisabbl	binary
40759836	3009398	s-hisabbl	binary
40759836	1607066	s-hisabbl	binary
40759842	9394	s-rnpabbl	binary
40759842	2103317	s-rnpabbl	binary
40759842	1103317	s-rnpabbl	binary
40759843	9395	s-ssaabbl	binary
40759843	2607065	s-ssaabbl	binary
40759843	3009395	s-ssaabbl	binary
40759843	1607065	s-ssaabbl	binary
40759844	9396	s-ssbabbl	binary
40759844	2607064	s-ssbabbl	binary
40759844	10374	s-ssbabbl	binary
40759844	3009396	s-ssbabbl	binary
40759844	1607064	s-ssbabbl	binary
40759849	9393	s-smabbl	binary
40759849	2103324	s-smabbl	binary
40759849	10371	s-smabbl	binary
40759849	1103324	s-smabbl	binary
40759849	3009393	s-smabbl	binary
40759883	6168	li-igg-oc	binary
40760007	13147	vt-hivagab	binary
40760075	9623	u-mgkre	NA
40760083	9622	u-pikre	NA
40760083	9613	u-pikre	NA
40760087	2317	s-plasab	absindex
40760087	2317	s-plasab	binary
40760109	3909	s-toxoavi	binary
40760109	3909	s-toxoavi	index
40760109	3909	s-toxoavi	NA
40760109	3909	s-toxoavi	%
40760409	4739	b-hlaadt	binary
40760410	4738	b-hlabdt	binary
40760424	7102	s-vehnäe	u/ml
40760424	3836	s-vehnäe	u/ml
40760424	7102	s-vehnäe	binary
40760424	5016	s-vehnäe	u/ml
40760424	641358	s-vehnäe	u/ml
40760424	7102	s-vehnäe	form
40760424	621578	s-vehnäe	u/ml
40760424	603284	s-vehnäe	u/ml
40760424	10018	s-vehnäe	u/ml
40760424	10054703	s-vehnäe	u/ml
40760424	626842	s-vehnäe	u/ml
40760424	621344	s-vehnäe	u/ml
40760424	622435	s-vehnäe	u/ml
40760424	1600037	s-vehnäe	u/ml
40760424	10179	s-vehnäe	u/ml
40760424	8795	s-vehnäe	u/ml
40760424	10142	s-vehnäe	u/ml
40760424	10058	s-vehnäe	u/ml
40760512	8475	bm-cd34-ks	binary
40760847	1657	s-ihotab	binary
40760847	1657	s-ihotab	titre
40760847	3001657	s-ihotab	binary
40760847	1001657	s-ihotab	binary
40760847	3001657	s-ihotab	titre
40760847	101657	s-ihotab	binary
40760848	4963	s-pemfiab	u/ml
40760848	4963	s-pemfiab	binary
40760848	9055	s-pemfiab	u/ml
40760848	617818	s-pemfiab	u/ml
40760848	617818	s-pemfiab	binary
40760848	618835	s-pemfiab	binary
40760848	7036041	s-pemfiab	u/ml
40760848	605850	s-pemfiab	binary
40760848	2607364	s-pemfiab	binary
40760848	606762	s-pemfiab	binary
40760848	619832	s-pemfiab	binary
40760848	605850	s-pemfiab	u/ml
40760848	615731	s-pemfiab	u/ml
40760848	1607364	s-pemfiab	binary
40760848	615731	s-pemfiab	binary
40760848	606177	s-pemfiab	u/ml
40760848	603089	s-pemfiab	u/ml
40760871	4865	b-heparab	binary
40760871	4399	b-hepartp	binary
40760871	4399	b-hepartp	u/ml
40760871	4399	b-hepartp	au/l
40760888	4949	s-iglc-v	binary
40760888	4949	s-iglc-v	NA
40761511	2474	b-pvk+t	binary
40761511	102475	b-pvk+t	binary
40761511	601001	b-pvk+t	binary
40761511	2474	b-pvk	binary
40761511	2474	b-pvk+t	e9/l
40761511	2474	b-pvk+t	%
40761511	632316	b-pvk	binary
40761511	2473	b-pvk	binary
40761511	2474	b-pvk+t	pg
40761511	2474	b-pvk+t	g/l
40761511	2473	b-pvk	%
40761511	647888	b-pvk+t	binary
40761511	2474	b-pvk+t	form
40761511	625308	b-pvk+t	binary
40761511	623735	b-pvk+t	binary
40761511	2474	b-pvk+t	paketti
40761511	2473	b-pvk	pg
40761511	2473	b-pvk	g/l
40761511	2473	b-pvk	fl
40761511	5597373	b-pvk+t	binary
40761511	2473	b-pvk	e9/l
40761511	2473	b-pvk	e12/l
40761511	2474	b-pvk+t	%g
40761511	2474	b-pvk+t	%m
40761511	2474	b-pvk+t	%l
40761511	10101	b-pvk+t	%
40761511	2473	b-pvk	paketti
40761511	628339	b-pvk+t	binary
40761511	2474	b-pvkt	binary
40761511	2473	b-pvk	form
40761511	9368	b-pvk+t	binary
40761511	2474	b-pvk+t	NA
40761511	2474	b-pvk+t	e12/l
40761511	2474	b-pvk+t	fl
40761511	2473	b-pvk	ph
40761511	2474	b-pvk+t	l/l
40761511	3695	b-pvk	binary
40761539	1941	u-diffi	binary
40761539	1941	u-diffi	e6/l
40761545	4210	u-erytdys	binary
40761593	1098	p-fviiiab	bu/ml
40761593	1098	p-fviiiab	binary
40761847	9891	s-rcora8e	u/ml
40761849	1957	li-vzvabg	eiu
40761849	1957	li-vzvabg	binary
40761849	1957	li-vzvabg	miu/ml
40761871	9666	s-rarah3e	u/ml
40761872	9665	s-rarah2e	u/ml
40761873	9664	s-rarah1e	u/ml
40762119	8907	s-rnp70ab	binary
40762119	8907	s-rnp70ab	u/ml
40762119	3631364	s-rnp70ab	binary
40762119	8281	s-rnp70ab	binary
40762119	606620	s-rnp70ab	binary
40762119	623541	s-rnp70ab	binary
40762119	629893	s-rnp70ab	binary
40762261	28870	du-urea	mmol
40762365	111	ab-to2c	ml/dl
40762365	111	ab-to2c	ml/dl
40762366	3178	ab-o2-vol%	%
40762366	3178	ab-o2-vol%	vol%
40762366	3178	ab-o2-vol%	binary
40762366	103178	ab-o2-vol%	vol%
40762366	616657	ab-o2-vol%	binary
40762366	3178	ab-o2-vol%	NA
40762473	9922	s-asveabg	mg/l
40762482	9673	s-rprup3e	u/ml
40762485	1456	s-gbmab	binary
40762485	1456	s-gbmab	u/ml
40762485	1456	s-gbmab	iu/ml
40762814	6166	b-ti	µg/l
40762814	6166	b-ti	binary
40763082	2193	pf-ld	u/l
40763082	3002193	pf-ld	u/l
40763082	205	pf-ld	u/l
40763082	2193	pf-ld	binary
40763082	1002193	pf-ld	u/l
40763091	4754	pd-baktvi	binary
40763480	13229	hmpvag	binary
40763527	2907	b-vakuly	estimate
40763527	2907	b-vakuly	%
40763527	2907	b-vakuly	NA
40763527	2907	b-vakuly	u/500ly
40763527	2907	b-vakuly	binary
40763527	2907	b-vakuly	/500lymf
40763571	4606	-trfesat	%
40763571	4606	-trfesat	binary
40763571	651773	-trfesat	binary
40763571	4606	-trfesat	NA
40763571	104606	-trfesat	%
40763571	619249	-trfesat	%
40763571	603241	-trfesat	%
40763571	602861	-trfesat	binary
40763590	4537	b-hladqbd	binary
40763624	4050	pt-konsulp	binary
40763634	6185	bm-tcrg-d	binary
40763634	3905	bm-tcr-d	binary
40763641	4355	pd-solut	e6/l
40763641	4355	pd-solut	binary
40763791	112	vb-to2c	ml/dl
40763791	112	vb-to2c	ml/dl
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	6354	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	21218	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	6354	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	10083	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	6354	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	13470	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	6002	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	645140	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	232	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	21218	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	600023	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	90062	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	90062	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	6354	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	656400	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	6354	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	645275	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	13470	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	232	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	645275	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	637332	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	622237	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	5589849	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	11326	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	11326	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	627013	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	2917425	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	645140	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	4605	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	13470	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	637332	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	628930	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	11326	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	13470	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	621337	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	10056	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	2928608	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	9006	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	9006	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	111	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	41320	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	645275	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	643362	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	635156	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	621337	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	10066523	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	10055629	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	3969737	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	626572	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	1662604	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	107310	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	4083609	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	1672520	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	625832	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	647682	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	626168	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	624403	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	648817	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	2673263	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	8816	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	3663121	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	7310	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	633141	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	3653122	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	3960575	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	233	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	626168	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	4076549	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	623503	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	622040	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	643362	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	21218	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	10110	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	10055629	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	2917425	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	2663222	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	292	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	3738240	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	622935	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	10066523	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	12200	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	647682	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	626572	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	610004	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	626168	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	9006	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	3743355	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	621337	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	1653571	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	635156	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	617860	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	623503	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	772	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	10055630	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	9006	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	625832	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	63540	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	622935	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	629012	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	617860	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	2741430	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	8816	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	2738770	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	10513	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	234	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	10022	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	1653571	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	6354	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	232	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	629012	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	3738240	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	10083	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	617860	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	6354	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	10046	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	627013	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	10055630	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	637339	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	656400	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	627002	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	609111	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	610004	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	292	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	6000	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	628930	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	41320	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	292	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	628930	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	643362	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	624403	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	3969737	pt-gfre
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	10056	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	111	pt-gfreepi
40764999	 Plasma or Blood by Creatinine-based formula (CKD-EPI)"	6354	pt-gfre
40765089	2151	b-kromos	binary
40765089	102151	b-kromos	binary
40765091	3641	cv-kromos	binary
40765096	4551	b-kromhem	binary
40765161	6062	-bokanho	binary
40765161	13874	hbov	binary
40765950	4804	s-dsgab	binary
40766048	20153	s-rnp70-ab	u/ml
40766183	6300	s-dgpaba	eliau/ml
40766183	6300	s-dgpaba	u/ml
40766183	6300	s-dgpaba	binary
40766183	6298	s-dgpab	binary
40766183	6300	s-dgpaba	au
40766183	622374	s-dgpaba	binary
40766183	9051	s-dgpaba	binary
40766183	6298	s-dgpab	au
40766183	622374	s-dgpaba	u/ml
40766183	10003	s-dgpaba	u/ml
